N,P,K,temperature,humidity,ph,rainfall,label,Kc,sfi,pet,smd,thi,sqi,CWR
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,1.2,55.333333333333336,0.20654925399333782,-217.17230904600666,76.3194461547595,393.98843778400004,0.24785910479200537
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,1.2,57.333333333333336,0.19598765728863196,-267.7802071427114,74.23602674869662,341.17046108133337,0.23518518874635835
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,1.2,52.333333333333336,0.1609248812322524,-191.79264891876772,67.45317830878105,378.7209178173334,0.19310985747870288
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,1.2,63.0,0.17286825449239054,-277.7897509455076,69.65563326780472,409.606962408,0.20744190539086865
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,1.2,50.0,0.1620260709887437,-244.98910432901127,67.67595354920743,379.62453085,0.19443128518649241
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,1.2,62.0,0.20742545889699568,-245.455254441103,76.48796756118625,364.271436562,0.2489105506763948
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,1.2,63.0,0.16367606857061265,-279.3814956314294,68.09887113316975,436.74121417500004,0.19641128228473517
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,1.2,49.333333333333336,0.1738482394236539,-202.20998366057634,69.8799452594283,342.6796874626668,0.20861788730838468
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,1.2,55.0,0.15931701871061538,-263.47790058128936,67.20097308303637,315.65462648500005,0.19118042245273845
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,1.2,58.666666666666664,0.19611364335752834,-182.36551825664247,74.28926361608511,395.33426116799995,0.235336372029034
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,1.2,63.333333333333336,0.16803930759746266,-198.50505489240254,68.73215255025677,354.33857631333336,0.20164716911695518
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,1.2,60.0,0.20770606060024613,-243.30433533939973,76.37994035056508,416.79818214,0.24924727272029534
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,1.2,52.0,0.18908454303815508,-262.92124585696183,72.73242514026711,260.63126278799996,0.2269014516457861
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,1.2,61.333333333333336,0.1872946718572673,-269.3166215281427,72.42244674117927,390.29296209066666,0.22475360622872076
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,1.2,51.333333333333336,0.20061468257833523,-204.59957001742166,75.25433663985001,353.1954694473334,0.24073761909400226
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,1.2,50.0,0.1813100868404299,-260.70619551315957,71.42542961624852,365.0205418,0.2175721042085159
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,1.2,52.666666666666664,0.19971257000905585,-295.409736629991,74.97426893297508,346.96371862133327,0.239655084010867
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,1.2,54.333333333333336,0.1695354595230409,-192.15021814047697,69.20595600832537,395.74968952366675,0.20344255142764905
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,1.2,55.0,0.21218158024905065,-257.279309019751,77.4949371327404,386.31650156,0.2546178962988608
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,1.2,59.333333333333336,0.1770991513943093,-277.9020801486057,70.59143144056075,411.71895463000004,0.21251898167317115
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,1.2,52.666666666666664,0.21604942485532788,-280.1883897751447,77.86938100960721,414.40633172466664,0.25925930982639345
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,1.2,48.666666666666664,0.19985347584518978,-185.7462894241548,74.91034872793007,243.591606214,0.23982417101422773
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,1.2,50.0,0.21741773759139538,-194.3592381624086,78.07743311273063,306.80659345,0.2609012851096744
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,1.2,53.333333333333336,0.18089175994395432,-200.73242384005604,71.47422047068952,401.2842707200001,0.21707011193274517
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,1.2,56.0,0.21036164021353673,-182.69398875978646,76.6662795072142,319.588822056,0.2524339682562441
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,1.2,50.666666666666664,0.20457013718369324,-195.15288406281633,75.89266856081899,291.76432036533333,0.24548416462043188
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,1.2,52.333333333333336,0.213142755876602,-223.15404554412342,77.25196858991887,332.29606444633333,0.2557713070519224
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,1.2,49.666666666666664,0.20996499570181554,-186.54371230429817,77.12853622882625,297.9984616246667,0.2519579948421786
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,1.2,54.666666666666664,0.20328393270766532,-219.91238686729233,75.39152810245488,298.12969774933333,0.24394071924919836
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,1.2,54.666666666666664,0.17589851034230228,-231.5605971896577,70.4839505093307,348.36750587600005,0.21107821241076272
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,1.2,54.333333333333336,0.18605130652171759,-242.1310115934783,72.26523283945514,277.40363395500003,0.2232615678260611
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,1.2,59.333333333333336,0.20506181959890302,-182.44987378040108,75.81337699916695,352.16376808933336,0.2460741835186836
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,1.2,58.666666666666664,0.18938003700982,-233.51411746299019,72.85727466203598,303.76561834666666,0.227256044411784
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,1.2,60.333333333333336,0.16540324889367133,-230.05881905110635,68.46524585300548,389.89762695566674,0.1984838986724056
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,1.2,61.333333333333336,0.21782323267419412,-290.46155506732583,78.20775847190987,433.57589658933335,0.26138787920903295
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,1.2,57.333333333333336,0.1907462476322425,-241.0106050523678,73.38259894316137,428.45970428133336,0.22889549715869098
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,1.2,53.666666666666664,0.21425525626315803,-218.70210144373684,77.3408439601736,330.4995638956667,0.2571063075157896
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,1.2,52.0,0.21368375213193744,-248.01196534786806,77.68810322066906,392.59343141200003,0.25642050255832494
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,1.2,49.0,0.18104499189495923,-256.81543110810503,71.42773227165387,295.38775634199993,0.21725399027395106
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,1.2,58.666666666666664,0.18093175806745546,-194.08424014193255,71.46000010111158,387.49295053333327,0.21711810968094655
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,1.2,59.0,0.1712801882850715,-295.7535994117149,69.48620053083536,383.520250098,0.2055362259420858
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,1.2,53.333333333333336,0.17024120813569424,-287.4064522918644,69.36719288312679,316.5730889066667,0.2042894497628331
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,1.2,52.333333333333336,0.21438614623224406,-183.40787955376777,77.91709930553482,370.13564421800004,0.2572633754786929
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,1.2,47.333333333333336,0.18667278823853078,-188.22699221176148,72.5765758448133,252.44393668400002,0.22400734588623694
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,1.2,47.0,0.18034345315545153,-87.57919511684455,69.72217912310072,270.2459777870001,0.21641214378654183
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,1.2,40.666666666666664,0.21046318002049,-102.0557813199795,75.65452724733012,281.89143335866663,0.252555816024588
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,1.2,46.333333333333336,0.18837918954816424,-66.53157548045185,71.8041784746056,308.4857002223333,0.22605502745779707
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,1.2,50.666666666666664,0.15840625542303807,-60.49330855457696,65.59190133227904,334.20040616533333,0.1900875065076457
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,1.2,39.666666666666664,0.14634586850592046,-65.29200806149409,63.74040592778657,236.82818454866666,0.17561504220710455
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,1.2,41.666666666666664,0.17331161094404074,-101.91285778905596,68.0859789853609,256.6179424583333,0.20797393313284887
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,1.2,50.333333333333336,0.20625244462024508,-105.25921785537976,74.36028149166073,304.411302843,0.2475029335442941
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,1.2,56.0,0.20249091961426582,-77.86390557038574,73.75070490168308,331.16521205600003,0.24298910353711897
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,1.2,45.666666666666664,0.16204545263291925,-65.11593911736708,66.49724886751952,267.39853631233336,0.19445454315950308
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,1.2,50.666666666666664,0.20013538607052936,-109.01609251392948,73.3642968164055,291.34625044533334,0.24016246328463522
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,1.2,44.333333333333336,0.18631318656128143,-94.11081502343872,71.60333998869143,259.465581389,0.22357582387353772
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,1.2,53.333333333333336,0.19942709255776886,-73.85532226744223,73.40887117549076,345.20124197333337,0.2393125110693226
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,1.2,43.333333333333336,0.17749081416671428,-63.69271502583328,68.8540331608586,301.90583635333337,0.21298897700005712
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,1.2,50.666666666666664,0.14954100728536096,-94.61235330271464,64.44679046914001,308.204003536,0.17944920874243314
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,1.2,47.0,0.20247488158879617,-71.9212808484112,73.04771993853649,278.195140004,0.2429698579065554
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,1.2,47.666666666666664,0.14455121884188882,-63.57903032115811,63.13384855791395,295.7596381263333,0.17346146261026657
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,1.2,44.666666666666664,0.19745475024405795,-103.96515994975594,73.28187837344444,294.8369400926667,0.23694570029286954
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,1.2,39.666666666666664,0.20205580268524062,-76.48250425731476,73.52411711753189,238.86878873433335,0.24246696322228872
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,1.2,46.0,0.18441097830310682,-65.31289631169689,70.10095184018513,277.54330897,0.2212931739637282
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,1.2,49.333333333333336,0.14293016919615298,-84.09320467080386,63.13610103245421,310.2508247866667,0.17151620303538356
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,1.2,51.666666666666664,0.20022705594387163,-79.54056013405614,74.11891759736491,338.44579752166663,0.24027246713264594
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,1.2,54.666666666666664,0.14369957646746515,-87.93383783353254,63.58166108001087,304.67299188933333,0.17243949176095816
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,1.2,50.666666666666664,0.14478689316407403,-80.83094591683593,63.61570220625906,346.01276326666664,0.17374427179688884
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,1.2,49.666666666666664,0.1491868822069427,-79.60410271779304,64.0714409022286,283.90573796266665,0.17902425864833124
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,1.2,54.666666666666664,0.20710623559606656,-74.30780167440393,74.58398604210136,303.3946656266666,0.24852748271527986
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,1.2,48.666666666666664,0.2037669496185344,-96.26003518038146,74.16271657066838,320.53056960866667,0.24452033954224126
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,1.2,50.333333333333336,0.1912274869489096,-102.63896671305109,70.969163427159,296.6190211283334,0.2294729843386915
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,1.2,46.333333333333336,0.17129916670564996,-102.31399373329435,68.7312945100783,274.21288944633335,0.20555900004677993
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,1.2,49.333333333333336,0.1843792531656209,-70.25035683683438,70.35543035125153,275.70676219333336,0.22125510379874508
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,1.2,53.666666666666664,0.20621170180782453,-108.62416449819217,74.0132674653971,352.9344437756667,0.24745404216938943
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,1.2,49.0,0.1705458135541454,-65.71896606644586,68.00615924794896,302.724758896,0.20465497626497445
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,1.2,41.666666666666664,0.1466597487210001,-90.84139125127899,63.50140553162333,276.74609804166664,0.1759916984652001
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,1.2,55.333333333333336,0.17968051627585446,-64.22897987372414,69.95935155205154,359.0602336406667,0.21561661953102534
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,1.2,40.666666666666664,0.18378977816886755,-62.854644191831134,70.15186880494372,231.00134887866662,0.22054773380264106
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,1.2,42.666666666666664,0.19989204228167579,-87.72991645771832,73.20023788321892,282.68391884799996,0.23987045073801094
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,1.2,54.333333333333336,0.2075701878190707,-107.28562151218092,75.44263059331982,354.4966397386667,0.24908422538288483
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,1.2,49.666666666666664,0.15374390153363499,-60.79823095846636,65.03576464269545,282.911538244,0.18449268184036197
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,1.2,54.0,0.17134766889836378,-109.58019083110163,67.89249487909088,367.41230202599996,0.20561720267803654
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize,1.2,50.333333333333336,0.19042331790533415,-91.57294840209467,72.47000726887885,314.72414324933334,0.22850798148640097
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,1.2,50.333333333333336,0.15036756695046957,-94.11212596304954,64.99771287978453,306.66720277766666,0.18044108034056347
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,1.2,57.333333333333336,0.19309765256678407,-70.88252470743322,72.78687602641644,357.4349404106667,0.2317171830801409
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,1.2,42.333333333333336,0.1990321057468964,-76.52956856425311,73.5167981511549,242.25587900433334,0.23883852689627566
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,1.2,46.333333333333336,0.17209858546267606,-69.04593239453732,68.06435819516177,297.9518962116667,0.20651830255521128
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,1.2,55.333333333333336,0.20409503812307217,-101.49633556187693,72.97949447130482,331.1120480166667,0.2449140457476866
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,1.2,47.666666666666664,0.17700401506049201,-106.4443116849395,69.86923051719131,324.2114370733333,0.2124048180725904
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,1.2,54.666666666666664,0.16341213930427767,-66.13049143069571,67.13295830443269,355.329859048,0.1960945671651332
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,1.2,45.333333333333336,0.19973014050337018,-91.06083639949662,73.50081713474229,284.038916656,0.2396761686040442
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,1.2,50.0,0.1589378523531542,-108.86520314764685,65.60677630985306,336.3651641,0.19072542282378502
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,1.2,46.666666666666664,0.20916205440740537,-99.3706500155926,74.31212541438103,295.1776407533333,0.2509944652888864
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,1.2,41.0,0.15285711816455724,-71.16667358183544,65.03190669193737,279.106999554,0.18342854179746867
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize,1.2,51.666666666666664,0.16338481621581108,-78.18265989378419,66.90210958589981,344.67276721166667,0.1960617794589733
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,1.2,45.333333333333336,0.19833292644963388,-88.25528565355036,72.02301179631289,301.4088814906667,0.23799951173956063
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,1.2,56.666666666666664,0.16086734144070794,-62.34265157855929,66.37224555841033,364.88074644,0.19304080972884952
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,1.2,38.333333333333336,0.14586977775287938,-76.26725459224713,63.71731260697716,248.1882664466667,0.17504373330345524
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,1.2,55.0,0.18694778230812087,-107.13286571769187,70.66462699863,322.94062933000004,0.22433733876974504
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,1.2,51.666666666666664,0.15740539604665527,-100.61151920395335,65.61699664067979,296.081883965,0.1888864752559863
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,1.2,49.666666666666664,0.1740842314234719,-107.09410866857652,68.51968030554585,290.5718449396667,0.20890107770816627
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,1.2,51.333333333333336,0.18196788583048606,-101.41331151416951,69.39429484075734,297.3046965606667,0.21836146299658327
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize,1.2,43.333333333333336,0.15115592939936626,-80.57400350060064,64.89151448432578,292.06669647999996,0.1813871152792395
